,name,text,date
11,Graham Chapman," Watkins, you've only been in the army a day. ",1969-11-25 20:32:28
12,Eric Idle," I know sir but people get killed, properly dead, 
            sir, no barley cross fingers, sir. A bloke was telling me, if you're 
            in the army and there's a war you have to go and fight. ",1969-11-25 21:00:40
13,Graham Chapman, That's true. ,1969-11-25 22:35:53
14,Eric Idle," Well I mean, blimey, I mean if it was a big war 
            somebody could be hurt. ",1969-11-25 23:08:52
15,Graham Chapman, Watkins why did you join the army? ,1969-11-25 23:31:45
16,Eric Idle," For the water-skiing and for the travel, sir. And 
            not for the killing, sir. I asked them to put it on my form, sir - 
            no killing. ",1969-11-26 00:12:10
17,Graham Chapman, Watkins are you a pacifist? ,1969-11-26 00:23:42
18,Eric Idle," No sir, I'm not a pacifist, sir. I'm a coward.
            ",1969-11-26 01:31:44
19,Graham Chapman, That's a very silly line. Sit down. ,1969-11-26 01:34:40
20,Eric Idle," Yes sir. Silly, sir. ",1969-11-26 02:27:07
21,Graham Chapman, Awfully bad. ,1969-11-26 03:45:48
22,John Cleese, Two civilian gentlemen to see you ... sir! ,1969-11-26 05:05:24
23,Graham Chapman," Show them in please, sergeant. ",1969-11-26 05:38:42
24,John Cleese, Mr. Dino Vercotti and Mr. Luigi Vercotti. ,1969-11-26 07:08:32
25,Terry Jones," Good morning, Colonel. ",1969-11-26 07:15:13
26,Graham Chapman," Good morning gentlemen. Now what can I do for 
            you. ",1969-11-26 09:00:10
27,Michael Palin, ,1969-11-26 11:17:57
28,Graham Chapman, Yes. ,1969-11-26 12:15:11
29,Michael Palin, We wouldn't want anything to happen to it. ,1969-11-26 12:23:53
30,Graham Chapman, What? ,1969-11-26 13:48:04
31,Terry Jones," No, what my brother means is it would be a shame 
            if... ",1969-11-26 14:06:46
32,Graham Chapman, Oh. ,1969-11-26 14:11:47
33,Terry Jones," Oh sorry, Colonel. ",1969-11-26 14:30:54
34,Graham Chapman," Well don't worry about that. But please do sit 
            down. ",1969-11-26 14:41:55
35,Michael Palin," No, we prefer to stand, thank you, Colonel. ",1969-11-26 15:39:22
36,Graham Chapman, All right. All right. But what do you want? ,1969-11-26 16:44:40
37,Terry Jones," What do we want, ha ha ha. ",1969-11-26 16:46:18
38,Michael Palin," Ha ha ha, very good, Colonel. ",1969-11-26 18:47:58
39,Terry Jones," The Colonel's a joker, Luigi. ",1969-11-26 19:29:58
40,Michael Palin," Explain it to the Colonel, Dino. ",1969-11-26 19:41:21
41,Terry Jones," How many tanks you got, Colonel? ",1969-11-26 19:48:43
42,Graham Chapman, About five hundred altogether. ,1969-11-26 19:49:28
43,Michael Palin, Five hundred! Hey! ,1969-11-26 21:54:33
44,Terry Jones," You ought to be careful, co1onel. ",1969-11-26 23:00:16
45,Graham Chapman," We arc careful, extremely careful. ",1969-11-26 23:35:23
46,Terry Jones," 'Cos things break, don't they? ",1969-11-26 23:54:37
47,Graham Chapman, Break? ,1969-11-27 00:49:22
48,Michael Palin," Well everything breaks, don't it colonel. ",1969-11-27 01:24:23
49,Terry Jones," Oh see my brother's clumsy Colonel, and when he gets 
            unhappy he breaks things. Like say, he don't feel the army's playing 
            fair by him, he may start breaking things, Colonel. ",1969-11-27 01:26:54
50,Graham Chapman, What is all this about? ,1969-11-27 01:45:49
51,Michael Palin," How many men you got here, Colonel? ",1969-11-27 03:00:09
52,Graham Chapman," Oh, er ... seven thousand infantry, six hundred 
            artillery, and er, two divisions of paratroops. ",1969-11-27 03:12:21
53,Michael Palin," Paratroops, Dino. ",1969-11-27 03:41:50
54,Terry Jones, Be a shame if someone was to set fire to them. ,1969-11-27 03:58:41
55,Graham Chapman, Set fire to them? ,1969-11-27 04:33:51
56,Michael Palin," Fires happen, Colonel. ",1969-11-27 04:47:31
57,Terry Jones, Things burn. ,1969-11-27 06:14:32
58,Graham Chapman," Look, what is all this about? ",1969-11-27 07:20:08
59,Terry Jones," My brother and I have got a little proposition for 
            you Colonel. ",1969-11-27 07:37:15
60,Michael Palin, Could save you a lot of bother. ,1969-11-27 07:38:31
61,Terry Jones," I mean you're doing all right here aren't you, 
            Colonel. ",1969-11-27 10:17:35
62,Michael Palin," Well suppose some of your tanks was to get broken 
            and troops started getting lost, er, fights started breaking out 
            during general inspection, like. ",1969-11-27 10:41:51
63,Terry Jones," It wouldn't be good for business would it, Colonel?
            ",1969-11-27 10:42:29
64,Graham Chapman, Are you threatening me? ,1969-11-27 12:04:09
65,Terry Jones," Oh, no, no, no. ",1969-11-27 12:34:18
66,Michael Palin," Whatever made you think that, Colonel? ",1969-11-27 13:32:07
67,Terry Jones," The Colonel doesn't think we're nice people, Luigi.
            ",1969-11-27 15:20:00
68,Michael Palin," We're your buddies, Colonel. ",1969-11-27 16:08:20
69,Terry Jones, We want to look after you. ,1969-11-27 16:28:33
70,Graham Chapman, Look after me? ,1969-11-27 16:39:31
71,Michael Palin," We can guarantee you that not a single armored 
            division will get done over for fifteen bob a week. ",1969-11-27 17:07:38
72,Graham Chapman," No, no, no. ",1969-11-27 17:23:39
73,Michael Palin, Twelve and six. ,1969-11-27 19:10:28
74,Graham Chapman," No, no, no. ",1969-11-27 19:29:35
75,Michael Palin, Eight and six ... five bob... ,1969-11-27 20:57:10
76,Graham Chapman," No, no this is silly. ",1969-11-27 23:02:36
77,Terry Jones, What's silly? ,1969-11-28 00:35:28
78,Graham Chapman," No, the whole premise is silly and it's very 
            badly written. I'm the senior officer here and I haven't had a funny 
            line yet. So I'm stopping it. ",1969-11-28 01:43:01
79,Terry Jones, You can't do that! ,1969-11-28 02:45:50
80,Graham Chapman, I've done it. The sketch is over. ,1969-11-28 02:50:12
81,Eric Idle," I want to leave the army please sir, it's 
            dangerous. ",1969-11-28 03:02:46
82,Graham Chapman," Look, I stopped your sketch five minutes ago. So 
            get out of shot. Right director! Close up. Zoom in on me. ",1969-11-28 03:39:51
83,Michael Palin, ,1969-11-28 05:09:12
84,Graham Chapman," Not true, not true. It's time for the cartoon. 
            Cue telecine, ten, nine, eight... ",1969-11-28 05:12:49
85,Terry Jones, ,1969-11-28 05:50:44
86,Graham Chapman, ,1969-11-28 07:32:22
0,Michael Palin," Good evening. I'd like to talk to you tonight 
            about the place of the nude in my bed ... um ... in the history of 
            my bed ... of art, of art, I'm sorry. The place of the nude in the 
            history of tart... call-girl... I'm sorry. I'll start again... Bum 
            ... oh what a giveaway. The place of the nude in art. ",1969-11-28 07:47:07
2,Michael Palin, What a terrible joke! ,1969-11-28 10:28:37
0,Terry Jones," Hello, my wife and I would like to buy a bed, 
            please.",1969-11-28 12:54:32
1,Graham Chapman," Certainly sir, I'll get someone to help you.",1969-11-28 13:49:50
3,Graham Chapman, Mr. Verity!,1969-11-28 15:36:18
4,Eric Idle," Can I help you, sir?",1969-11-28 16:13:16
5,Terry Jones," Yes, we'd like a bed, a double bed, and I 
            wondered if you'd got one for about fifty pounds.",1969-11-28 16:18:18
6,Eric Idle," Oh no, I'm afraid not, sir. Our cheapest bed 
            is eight hundred pounds, sir.",1969-11-28 19:39:29
7,Terry Jones, Eight hundred pounds?,1969-11-28 19:45:03
8,Graham Chapman," Excuse me, sir, but before I go, I ought to 
            have told you that Mr. Verity does tend to exaggerate. Every figure 
            he gives you will be ten times too high.",1969-11-28 20:17:59
9,Terry Jones, I see.,1969-11-28 21:54:29
10,Graham Chapman, Otherwise he's perfectly all right.,1969-11-28 21:54:43
11,Terry Jones," I see. Er... your cheapest double bed then is 
            eighty pounds?",1969-11-28 22:24:40
12,Eric Idle," Eight hundred pounds, yes, sir.",1969-11-28 22:30:29
13,Terry Jones, I see. And how wide is it?,1969-11-28 23:07:04
14,Eric Idle, It's sixty feet wide.,1969-11-28 23:44:39
15,Terry Jones, Yes...,1969-11-29 00:18:17
17,Terry Jones, ,1969-11-29 01:51:38
19,Terry Jones, ...and the length?,1969-11-29 02:03:56
20,Eric Idle," The length is ... er ... just a moment. Mr. 
            Lambert, what is the length of the Comfidown Majorette?",1969-11-29 02:23:29
21,Graham Chapman, Ah. Two foot long.,1969-11-29 02:53:32
22,Terry Jones, Two foot long?,1969-11-29 02:58:01
23,Eric Idle," Yes, remembering of course that you have to 
            multiply everything Mr. Lambert says by three. It's nothing he can 
            help, you understand. Otherwise he's perfectly all right.",1969-11-29 04:35:33
24,Terry Jones," I see, I'm sorry.",1969-11-29 05:28:51
25,Eric Idle," But it does mean that when he says a bed is 
            two foot long, it is in fact sixty foot long, all right?",1969-11-29 08:06:28
26,Terry Jones," Yes, I see.",1969-11-29 08:20:49
27,Eric Idle," That's without the mattress, of course.",1969-11-29 10:02:37
28,Terry Jones, How much is that?,1969-11-29 10:12:04
29,Eric Idle," Er, Mr. Lambert will be able to tell you that. 
            Lambert! Could you show these twenty good people the dog kennels, 
            please?",1969-11-29 11:13:35
30,Terry Jones," Dog kennels? No, no, the mattresses!",1969-11-29 11:35:47
31,Eric Idle," I'm sorry, you have to say 'dog kennel' to Mr. 
            Lambert, because if you say 'mattress' he puts a bucket* over his 
            head. I should have explained. Otherwise he's perfectly all right.",1969-11-29 12:34:33
32,Terry Jones," Oh. Ah. I see. Er, excuse me, could you show us 
            the dog kennels, please, Hm?",1969-11-29 15:39:00
33,Graham Chapman, Dog kennels?,1969-11-29 15:52:17
34,Terry Jones," Yes, we want to look at the dog kennels, hm.",1969-11-29 16:25:30
35,Graham Chapman," Ah yes, well that's the pets' department, 
            second floor.",1969-11-29 17:24:31
36,Terry Jones," No, no, no, we want to see the DOG KENNELS.",1969-11-29 18:29:49
37,Graham Chapman, ,1969-11-29 20:58:42
38,Terry Jones," No, we don't want to see dog kennels, it's just 
            that Mr. Verity said that...",1969-11-30 00:36:45
39,Graham Chapman," Oh dear, what's he been telling you now?",1969-11-30 00:50:50
40,Terry Jones," Well, he said we should say 'dog kennels' instead 
            of saying 'mattresses'.",1969-11-30 02:29:09
41,Terry Jones, Oh dear. Hello? Hello? Hello?,1969-11-30 02:55:10
42,Eric Idle, (approaching) Did you say 'mattress'?,1969-11-30 03:09:54
43,Terry Jones," Well, yes, er...",1969-11-30 03:57:35
44,Graham Chapman, ,1969-11-30 05:15:42
45,Eric Idle," I did *ask* you not to say 'mattress', didn't 
            I?",1969-11-30 07:16:17
46,Terry Jones," But I mean, er...",1969-11-30 07:17:57
47,Graham Chapman, ,1969-11-30 08:27:43
48,Terry Jones, Oh.,1969-11-30 08:27:52
49,Eric Idle," Now I've got to get him to the fish tank and 
            sing.",1969-11-30 09:20:08
50,Terry Jones, Oh.,1969-11-30 11:17:58
51,Eric Idle, ,1969-11-30 11:18:26
52,John Cleese," (walking up, hearing the singing) Oh dear, did 
            somebody say mattress to Mr. Lambert?",1969-11-30 12:01:56
53,Terry Jones," Yes, I did.",1969-11-30 12:32:44
54,Eric Idle," (still singing) ...walk upon England's 
            mountains green... ",1969-11-30 12:58:34
55,Eric Idle," He should be all right now, but don't...you 
            know...*don't*!",1969-11-30 15:10:35
56,Terry Jones," No, no. (to Lambert) Excuse me, could we see the 
            dog kennels please?",1969-11-30 15:30:15
57,Graham Chapman, ,1969-11-30 15:30:20
58,Terry Jones," No, no, no. Those dog kennels, like that. You 
            see?",1969-11-30 16:00:07
59,Graham Chapman, Mattresses?,1969-11-30 16:07:01
60,Terry Jones, ,1969-11-30 17:01:50
61,Graham Chapman," But if you want a mattress, why not say 
            'mattress'?",1969-11-30 17:14:18
62,Terry Jones," (nervously) Ha ha, I mean...",1969-11-30 17:27:37
63,Graham Chapman," I mean, it's a little confusing for me when 
            you say 'dog kennel' if you want a mattress. Why not just say 
            'mattress'?",1969-11-30 17:54:01
64,Terry Jones," But you put a bucket over your head last time we 
            said 'mattress'.",1969-11-30 21:34:51
65,Eric Idle, ,1969-11-30 22:15:06
66,John Cleese, ,1969-11-30 22:24:39
67,Michael Palin, ,1969-12-01 00:08:47
68,Eric Idle, *Twice*!,1969-12-01 00:16:13
69,Michael Palin, ,1969-12-01 00:53:02
70,Eric Idle," It's not working, we need more!",1969-12-01 01:16:18
71,Graham Chapman," I'm sorry, can I help you?",1969-12-01 02:26:28
0,Michael Palin," Hello, are you a hermit by any chance? ",1969-12-01 03:18:37
1,Eric Idle,,1969-12-01 03:34:08
2,Michael Palin," Yes, I certainly am. ",1969-12-01 04:14:37
3,Eric Idle,,1969-12-01 04:52:12
4,Michael Palin," Oh you 'know, the usual - people, chat, 
            gossip, you know. ",1969-12-01 05:06:14
5,Eric Idle," Oh I certainly do - it was the same with 
            me. I mean there comes a time when you realize there's no good 
            frittering your life away in idleness and trivial chit-chat. Where's 
            your cave? ",1969-12-01 05:44:20
6,Michael Palin," Oh, up the goat track, first on the left.
            ",1969-12-01 06:00:08
7,Eric Idle,,1969-12-01 06:44:20
8,Michael Palin," Yes they are, I've got a beauty. ",1969-12-01 06:56:13
9,Eric Idle," A bit draughty though, aren't they? ",1969-12-01 07:09:49
10,Michael Palin," No, we've had ours insulated. ",1969-12-01 07:12:25
11,Eric Idle, Oh yes. ,1969-12-01 07:43:00
12,Michael Palin," Yes, I used birds' nests, moss and oak 
            leaves round the outside. ",1969-12-01 07:47:35
13,Eric Idle," Oh, sounds marvelous. ",1969-12-01 08:27:37
14,Michael Palin," Oh it's a treat, it really is, 'cos 
            otherwise those stone caves can be so grim. ",1969-12-01 09:17:51
15,Eric Idle," Yes they really can be, can't they? They 
            really can. ",1969-12-01 10:21:05
16,Michael Palin, Oh yes. ,1969-12-01 10:28:07
17,Graham Chapman, Morning Frank. ,1969-12-01 10:36:50
18,Eric Idle," Morning Norman. Talking of moss, er you 
            know Mr. Robinson? ",1969-12-01 11:07:35
19,Michael Palin," With the, er, green loin cloth? ",1969-12-01 11:11:18
20,Eric Idle," Er no, that's Mr. Seagrave. Mr. Robinson's 
            the hermit who lodges with Mr. Seagrave. ",1969-12-01 11:39:57
21,Michael Palin," Oh I see, yes. ",1969-12-01 13:13:53
22,Eric Idle, Yes well he's put me onto wattles. ,1969-12-01 13:42:07
23,Michael Palin, Really? ,1969-12-01 13:50:27
24,Eric Idle, Yes. Swears by them. Yes. ,1969-12-01 14:45:39
25,John Cleese, Morning Frank. ,1969-12-01 14:58:58
26,Eric Idle," Morning Lionel. Well he says that moss 
            tends to fall off the cave walls during cold weather. You know you 
            might get a really bad spell and half the moss drops off the cave 
            wall, leaving you cold. ",1969-12-01 15:08:50
27,Michael Palin," Oh well, Mr. Robinson's cave's never been 
            exactly nirvana has it? ",1969-12-01 17:33:12
28,Eric Idle," Well, quite, that's what I mean. Anyway, 
            Mr. Rogers, he's the, er, hermit... ",1969-12-01 19:09:00
29,Michael Palin, ... on the end. ,1969-12-01 22:36:34
30,Eric Idle," . .. up at the top, yes. Well he tried 
            wattles and he came out in a rash. ",1969-12-01 23:37:54
31,Michael Palin, Really? ,1969-12-02 01:20:18
32,Eric Idle," Yes, and there's me with half a wall 
            wattled, I mean what'll I do? ",1969-12-02 02:21:02
33,Michael Palin," Well why don't you try birds' nests like 
            I've done? Or else, dead bracken. ",1969-12-02 02:47:48
34,Terry Jones, ,1969-12-02 03:44:58
35,Eric Idle, Yes Han. ,1969-12-02 07:21:00
36,Terry Jones, Can I borrow your goat? ,1969-12-02 07:43:54
37,Eric Idle," Er, yes that'11 be all right. Oh leave me a 
            pint for breakfast will you? ... ",1969-12-02 07:56:44
38,Michael Palin," Still there's one thing about being a 
            hermit, at least you meet people. ",1969-12-02 09:12:49
39,Eric Idle," Oh yes, I wouldn't go back to public 
            relations. ",1969-12-02 11:46:37
40,Michael Palin," Oh well, bye for now Frank, must toddle. ",1969-12-02 13:05:07
41,Graham Chapman," Right, you two hermits, stop that sketch. I think 
            it's silly. ",1969-12-02 14:43:40
42,Eric Idle,,1969-12-02 15:10:20
43,Graham Chapman, It's silly. ,1969-12-02 15:58:50
44,Eric Idle,,1969-12-02 16:50:37
45,Graham Chapman," That doesn't make any difference to the viewer at 
            home, does it? Come on, get out. Out. Come on out, all of you. Get 
            off, go on, all of you. Go on, move, move. Go on, get out. Come on, 
            get out, move, move. ",1969-12-02 16:52:42
0,John Cleese," 'Ello, I wish to register a complaint.",1969-12-02 18:27:53
1,John Cleese," 'Ello, Miss?",1969-12-02 18:39:24
2,Michael Palin," What do you mean ""miss""?",1969-12-02 19:48:33
3,John Cleese, ,1969-12-02 19:53:50
4,Michael Palin, We're closin' for lunch.,1969-12-02 19:55:31
5,John Cleese," Never mind that, my lad. I wish to complain 
            about this parrot what I purchased not half an hour ago from this 
            very boutique.",1969-12-02 20:22:03
6,Michael Palin," Oh yes, the, uh, the Norwegian 
            Blue...What's,uh...What's wrong with it?",1969-12-02 20:30:10
7,John Cleese," I'll tell you what's wrong with it, my lad. 
            'E's dead, that's what's wrong with it!",1969-12-02 21:23:44
8,Michael Palin," No, no, 'e's uh,...he's resting.",1969-12-02 21:29:52
9,John Cleese," Look, matey, I know a dead parrot when I see 
            one, and I'm looking at one right now.",1969-12-02 22:07:49
10,Michael Palin," No no he's not dead, he's, he's restin'! Remarkable 
            bird, the Norwegian Blue, idn'it, ay? Beautiful plumage!",1969-12-02 23:19:06
11,John Cleese," The plumage don't enter into it. It's stone 
            dead.",1969-12-03 00:56:14
12,Michael Palin," Nononono, no, no! 'E's resting!",1969-12-03 01:25:37
13,John Cleese," All right then, if he's restin', I'll wake 
            him up! ",1969-12-03 01:28:15
14,Michael Palin," There, he moved!",1969-12-03 02:28:48
15,John Cleese," No, he didn't, that was you hitting the cage!",1969-12-03 03:53:53
16,Michael Palin, I never!!,1969-12-03 04:42:42
17,John Cleese," Yes, you did!",1969-12-03 05:32:28
18,Michael Palin," I never, never did anything...",1969-12-03 09:08:53
19,John Cleese, ,1969-12-03 10:29:20
20,John Cleese, Now that's what I call a dead parrot.,1969-12-03 11:27:56
21,Michael Palin," No, no.....No, 'e's stunned!",1969-12-03 12:23:15
22,John Cleese, STUNNED?!?,1969-12-03 12:27:40
23,Michael Palin," Yeah! You stunned him, just as he was wakin' up! 
            Norwegian Blues stun easily, major.",1969-12-03 15:34:39
24,John Cleese," Um...now look...now look, mate, I've 
            definitely 'ad enough of this. That parrot is definitely deceased, 
            and when I purchased it not 'alf an hour ago, you assured me that 
            its total lack of movement was due to it bein' tired and shagged out 
            following a prolonged squawk.",1969-12-03 16:06:23
25,Michael Palin," Well, he's...he's, ah...probably pining for the 
            fjords.",1969-12-03 16:13:56
26,John Cleese," PININ' for the FJORDS?!?!?!? What kind of 
            talk is that?, look, why did he fall flat on his back the moment I 
            got 'im home?",1969-12-03 16:22:12
27,Michael Palin," The Norwegian Blue prefers keepin' on it's back! 
            Remarkable bird, id'nit, squire? Lovely plumage!",1969-12-03 16:25:23
28,John Cleese," Look, I took the liberty of examining that 
            parrot when I got it home, and I discovered the only reason that it 
            had been sitting on its perch in the first place was that it had 
            been NAILED there.",1969-12-03 17:13:18
29,Michael Palin," Well, o'course it was nailed there! If I hadn't 
            nailed that bird down, it would have nuzzled up to those bars, bent 
            'em apart with its beak, and VOOM! Feeweeweewee!",1969-12-03 18:11:07
30,John Cleese," ""VOOM""?!? Mate, this bird wouldn't ""voom"" if 
            you put four million volts through it! 'E's bleedin' demised!",1969-12-03 18:24:31
31,Michael Palin, No no! 'E's pining!,1969-12-03 19:36:19
32,John Cleese," 'E's not pinin'! 'E's passed on! This parrot 
            is no more! He has ceased to be! 'E's expired and gone to meet 'is 
            maker! 'E's a stiff! Bereft of life, 'e rests in peace! If you 
            hadn't nailed 'im to the perch 'e'd be pushing up the daisies! 'Is 
            metabolic processes are now 'istory! 'E's off the twig! 'E's kicked 
            the bucket, 'e's shuffled off 'is mortal coil, run down the curtain 
            and joined the bleedin' choir invisible!! THIS IS AN EX-PARROT!!",1969-12-03 19:57:58
33,Michael Palin," Well, I'd better replace it, then. ",1969-12-03 20:22:18
34,John Cleese," I see. I see, I get the picture.",1969-12-03 23:23:33
35,Michael Palin, ,1969-12-03 23:36:13
36,John Cleese," Pray, does it talk?",1969-12-04 02:24:39
37,Michael Palin, Nnnnot really.,1969-12-04 02:45:00
38,John Cleese," WELL IT'S HARDLY A BLOODY REPLACEMENT, IS 
            IT?!!???!!?",1969-12-04 03:34:11
39,Michael Palin," N-no, I guess not. ",1969-12-04 04:43:58
40,John Cleese, Well.,1969-12-04 05:07:25
41,Michael Palin," (quietly) D'you.... d'you want to come back to my 
            place?",1969-12-04 05:32:12
42,John Cleese," (looks around) Yeah, all right, sure.",1969-12-04 06:03:06
43,John Cleese," (sweet as sugar) Pray, does it talk?",1969-12-04 07:02:38
44,Michael Palin, Nnnnot really.,1969-12-04 07:33:26
45,John Cleese," WELL IT'S HARDLY A BLOODY REPLACEMENT, IS 
            IT?!!???!!?",1969-12-04 07:34:34
46,Michael Palin," Look, if you go to my brother's pet shop in Bolton, 
            he'll replace the parrot for you.",1969-12-04 07:49:57
47,John Cleese," Bolton, eh? Very well.",1969-12-04 09:22:01
48,John Cleese," This is Bolton, is it?",1969-12-04 10:50:49
49,Michael Palin, ,1969-12-04 13:42:08
50,John Cleese, ,1969-12-04 15:18:52
51,John Cleese," I wish to complain, British-Railways Person.",1969-12-04 16:05:33
52,John Cleese, I beg your pardon...?,1969-12-04 16:59:29
53,John Cleese," Excuse me, this is irrelevant, isn't it?",1969-12-04 17:54:51
54,John Cleese," Well, I wish to complain. I got on the Bolton 
            train and found myself deposited here in Ipswitch.",1969-12-04 18:05:23
55,John Cleese, ,1969-12-04 18:44:28
56,John Cleese," In that case, I shall return to the pet shop!",1969-12-04 19:55:22
57,John Cleese, I understand this IS Bolton.,1969-12-04 21:35:26
58,Michael Palin, ,1969-12-05 01:29:50
59,John Cleese, You told me it was Ipswitch!,1969-12-05 02:16:18
60,Michael Palin, ...It was a pun.,1969-12-05 02:19:18
61,John Cleese, ,1969-12-05 02:38:47
62,Michael Palin," No, no...not a pun...What's that thing that spells 
            the same backwards as forwards?",1969-12-05 04:13:44
63,John Cleese, ,1969-12-05 06:09:59
64,Michael Palin," Yeah, that's it!",1969-12-05 08:25:05
65,John Cleese," It's not a palindrome! The palindrome of 
            ""Bolton"" would be ""Notlob""!! It don't work!!",1969-12-05 08:48:48
66,Michael Palin," Well, what do you want?",1969-12-05 08:48:51
67,John Cleese," I'm not prepared to pursue my line of inquiry 
            any longer as I think this is getting too silly!",1969-12-05 09:42:55
68,Michael Palin," (to the audience) Well! I never wanted to do this 
            in the first place. I wanted to be... a lumberjack!",1969-12-05 10:09:47
0,Eric Idle, ,1969-12-05 10:27:33
1,Eric Idle," Oh, oh I'm sorry. I thought the film was 
            longer. ",1969-12-05 10:42:07
0,Eric Idle," This is a frightened city. Over these houses, 
            over these streets hangs a pall of fear. Fear of a new kind of 
            violence which is terrorizing the city. Yes, gangs of old ladies 
            attacking defenseless fit young men. ",1969-12-05 10:47:29
1,Michael Palin," Well they come up to you, like, and push 
            you - shove you off the pavement, like. There's usually four or five 
            of them. ",1969-12-05 14:04:18
2,Terry Jones," Yeah, this used to be a nice 
            neighborhood before the old ladies started moving in. Nowadays some 
            of us daren't even go down to the shops. ' ",1969-12-05 14:51:00
3,John Cleese," Well Mr. Johnson's son Kevin, he don't go 
            out any more. He comes back from wrestling and locks himself in his 
            room. ",1969-12-05 15:25:13
4,Eric Idle," What are they in it for, these old hoodlums, 
            these layabouts in lace? ",1969-12-05 15:39:09
5,Eric Idle," favorite targets for the old ladies are 
            telephone kiosks. ",1969-12-05 18:27:54
6,Graham Chapman, ,1969-12-05 18:38:16
7,Terry Jones," Yes, well of course they come here for the 
            two o'clock matinee, all the old bags out in there, especially if 
            it's something like 'The Sound of Music'. We get seats ripped up, 
            hearing aids broken, all that sort of thing. ",1969-12-05 19:24:27
8,Graham Chapman," Oh well we sometimes feel we're to blame 
            in some way for what our gran's become. I mean she used to be happy 
            here until she, she started on the crochet. ",1969-12-05 20:08:36
9,Graham Chapman," Yeah. Now she can't do without it. 
            Twenty balls of wool a day, sometimes. If she can't get the wool she 
            gets violent. What can we do about it? ",1969-12-05 21:48:03
10,Eric Idle," But this is not just an old ladies' town. 
            There are other equally dangerous gangs - such as the baby 
            snatchers. ",1969-12-05 22:21:19
12,Eric Idle," And on the road too, vicious gangs of keep 
            left signs. ",1969-12-06 00:20:39
13,Graham Chapman, ,1969-12-06 01:30:15
14,Terry Jones," I've heard of unisex but I've never 
            had it.",1969-12-06 02:52:06
0,John Cleese, ,1969-12-06 03:11:12
1,John Cleese," Llamas are dangerous, so if you see one where people 
            are swimming, you shout: ",1969-12-06 05:30:24
0,John Cleese," And now for something completely 
            different - a man with a tape recorder up his nose ",1969-12-06 05:49:55
1,John Cleese," And now a film about a man with a 
            tape recorder up his brother's nose. ",1969-12-06 06:19:18
2,John Cleese, And now in stereo ,1969-12-06 08:24:48
0,John Cleese, Next please. ,1969-12-06 09:29:44
1,John Cleese, ,1969-12-06 09:39:19
2,Eric Idle," There is only me, sir. ",1969-12-06 10:30:02
3,John Cleese, ,1969-12-06 10:31:17
4,Eric Idle, Seat? ,1969-12-06 11:00:38
5,John Cleese, Seat! Take a seat. So! ,1969-12-06 12:04:46
6,Eric Idle, ,1969-12-06 12:29:55
7,John Cleese, Yes. ,1969-12-06 13:08:49
8,Eric Idle," Yes, I'd very much like to, sir. ",1969-12-06 14:06:55
9,John Cleese," Jolly good, jolly good. ",1969-12-06 14:17:37
10,Eric Idle," There is only me, sir. ",1969-12-06 15:34:10
11,John Cleese," (putting hand over eye and looking both at Bob and to 
            Bob's right) Well bang goes his application then. (he tears up form) 
            Now let me fill you in. I'm leading this expedition and we're going 
            to climb both peaks of Mount Kilimanjaro. ",1969-12-06 16:10:46
12,Eric Idle," I thought there was only one peak, sir. ",1969-12-06 17:52:10
13,John Cleese, ,1969-12-06 18:06:07
14,Eric Idle, Last year's expedition? ,1969-12-06 18:50:25
15,John Cleese," Yes, my brother was leading that, they were going to 
            build a bridge between the two peaks, ",1969-12-06 20:43:38
16,Eric Idle," Well, sir... ",1969-12-06 20:53:45
17,John Cleese," Yes, you first. ",1969-12-06 21:03:45
18,Eric Idle," There is only me, sir. ",1969-12-06 22:21:23
19,John Cleese, ,1969-12-07 00:51:45
20,Eric Idle, Well I'm a fully qualified mountaineer. ,1969-12-07 03:37:07
21,John Cleese, Mountaineer? Mountaineer ,1969-12-07 04:19:42
22,Eric Idle, Arthur Wilson. ,1969-12-07 05:53:16
23,John Cleese," Arthur Wilson, right well look, I'll call you ",1969-12-07 08:23:04
24,Eric Idle, Are you actually leading this expedition sir? ,1969-12-07 09:48:00
25,John Cleese," Yes, we are leading this expedition to Africa. ",1969-12-07 09:58:57
26,Eric Idle, And what routes will you both be taking? ,1969-12-07 11:08:10
27,John Cleese," Good questions... shall I? Well we'll be leaving on 
            January 22nd and taking the following routes. ",1969-12-07 11:32:50
28,Eric Idle," Does anyone speak Swahili, sir? ",1969-12-07 13:20:33
29,John Cleese," Oh, yes I think most of them do down there. ",1969-12-07 13:26:09
30,Eric Idle, Does anyone in our party speak Swahili sir? ,1969-12-07 13:33:01
31,John Cleese," Oh, well Matron's got a smattering. ",1969-12-07 14:39:48
32,Eric Idle, Apart from the two Matrons ... ,1969-12-07 14:54:09
33,John Cleese," Good God, I'd forgotten about her. ",1969-12-07 17:02:51
34,Eric Idle," Apart from them, who else is coming on the 
            expedition, sir? ",1969-12-07 17:29:30
35,John Cleese," Well we've got the Arthur Brown twins, two botanists 
            called Machin, the William Johnston brothers ... ",1969-12-07 17:56:27
36,Eric Idle, Two of them? ,1969-12-07 19:52:35
37,John Cleese," No four of them, a pair of identical twins ... and a 
            couple of the Ken Spinoza quads - the other two pulled out. And of 
            course you two. ",1969-12-07 21:25:22
38,Eric Idle, And none of these are mountaineers? ,1969-12-07 21:27:27
